elevation,aspect,slope,horizontal_distance_to_hydrology,vertical_distance_to_hydrology,horizontal_distance_to_roadways,hillshade_9am,hillshade_noon,hillshade_3pm,horizontal_distance_to_fire_points,wilderness_area,soil_type,cover_type
2636,55,8,404,19,3102,225,224,133,2908,comanche_peak,11,1
2638,18,14,218,9,3295,208,209,135,2898,comanche_peak,11,1
2638,23,9,60,-4,1082,215,221,142,1717,comanche_peak,33,1
2639,38,11,342,19,3166,220,216,130,2903,comanche_peak,11,1
2639,79,2,0,0,1650,222,234,148,1237,comanche_peak,20,1
2640,28,14,283,17,3231,214,210,129,2900,comanche_peak,11,1
2640,29,6,0,0,1692,218,227,145,1279,comanche_peak,20,1
2642,11,11,95,0,3419,208,217,145,2926,comanche_peak,11,1
2643,165,18,0,0,3544,233,243,134,2697,comanche_peak,20,1
2644,37,5,0,0,1537,220,229,146,607,comanche_peak,33,1
2646,54,4,0,0,1556,222,230,143,577,comanche_peak,33,1
2646,79,21,30,11,2162,242,198,76,808,comanche_peak,10,1
2650,9,14,85,5,3443,204,212,144,2967,comanche_peak,11,1
2650,28,23,454,-68,2882,204,183,106,2589,comanche_peak,10,1
2658,51,22,0,0,1308,225,188,87,875,comanche_peak,33,1
2670,197,15,30,1,1449,215,251,167,1442,comanche_peak,4,1
2672,209,20,0,0,1657,200,254,182,1231,comanche_peak,4,1
2673,126,10,0,0,1466,238,233,125,1560,comanche_peak,20,1
2677,46,18,85,19,1673,223,197,103,379,comanche_peak,33,1
2678,27,10,30,-4,1399,216,219,138,1621,comanche_peak,20,1
2680,332,13,30,5,1415,190,224,173,1598,comanche_peak,20,1
2685,45,19,95,27,1689,221,195,100,351,comanche_peak,33,1
2687,19,23,404,-36,2880,196,185,117,2509,comanche_peak,10,1
2690,337,14,0,0,1421,188,219,170,1418,comanche_peak,20,1
2692,139,20,30,9,1396,246,229,103,1650,comanche_peak,13,1
2693,40,8,175,-3,1531,221,222,135,474,comanche_peak,31,1
2695,58,14,0,0,1911,230,209,109,1019,comanche_peak,23,1
2701,215,11,30,2,882,209,251,176,1947,comanche_peak,4,1
2702,65,15,531,45,3127,233,207,102,2784,comanche_peak,10,1
2702,206,26,60,14,1167,194,253,181,1698,comanche_peak,4,1
2703,48,13,150,41,1698,224,212,120,309,comanche_peak,31,1
2704,88,15,108,28,1776,241,214,99,216,comanche_peak,31,1
2706,5,17,85,5,1291,195,204,144,1725,comanche_peak,20,1
2709,23,12,212,-1,1560,212,214,136,424,comanche_peak,31,1
2710,21,13,60,9,845,211,212,135,1973,comanche_peak,17,1
2710,30,19,516,-60,3060,211,195,114,2598,comanche_peak,10,1
2716,32,17,0,0,1123,213,199,116,693,comanche_peak,33,1
2717,22,23,30,17,1168,199,185,115,1973,comanche_peak,20,1
2718,51,26,0,0,2103,222,176,73,815,comanche_peak,23,1
2718,83,15,0,0,2239,240,212,97,268,comanche_peak,13,1
2721,15,25,417,-49,2970,190,181,120,2501,comanche_peak,10,1
2721,139,9,108,25,1199,234,238,135,811,comanche_peak,31,1
2722,46,16,0,0,2594,223,203,109,2108,comanche_peak,24,1
2722,262,21,30,10,1176,164,245,217,1385,comanche_peak,20,1
2723,43,15,162,3,1490,221,205,115,492,comanche_peak,31,1
2724,102,16,0,0,2591,245,217,96,2135,comanche_peak,24,1
2727,53,7,30,0,1182,224,225,135,1947,comanche_peak,20,1
2729,84,12,30,6,1091,237,219,111,636,comanche_peak,31,1
2730,23,17,366,49,3339,208,202,127,2920,comanche_peak,10,1
2732,80,11,30,8,1994,235,220,116,319,comanche_peak,33,1
2732,280,21,60,21,2242,157,237,217,400,comanche_peak,33,1
2733,59,21,553,55,3182,231,191,84,2738,comanche_peak,10,1
2733,75,12,180,48,1762,234,217,113,247,comanche_peak,31,1
2735,98,3,0,0,1442,225,234,145,1429,comanche_peak,19,1
2740,134,16,60,2,1061,244,230,110,579,comanche_peak,13,1
2741,102,12,85,0,1994,239,225,114,404,comanche_peak,31,1
2742,41,18,492,61,3243,219,197,106,2796,comanche_peak,10,1
2743,64,25,541,-43,3150,234,181,65,2621,comanche_peak,10,1
2744,295,26,90,47,1242,139,223,219,1434,comanche_peak,24,1
2745,82,11,30,-5,1216,235,220,115,2028,comanche_peak,13,1
2745,282,10,30,-1,2251,191,241,189,722,comanche_peak,23,1
2745,359,12,0,0,2054,202,219,153,997,comanche_peak,23,1
2746,7,12,95,10,1546,205,216,148,1321,comanche_peak,10,1
2749,44,19,516,62,3242,221,195,102,2771,comanche_peak,10,1
2750,31,6,30,-1,1421,219,228,145,1570,comanche_peak,19,1
2750,155,12,30,1,1366,234,241,137,1591,comanche_peak,4,1
2752,193,10,0,0,1492,219,249,163,1036,comanche_peak,23,1
2752,264,12,0,0,2379,191,245,194,642,comanche_peak,23,1
2752,315,15,0,0,2290,178,226,188,824,comanche_peak,13,1
2755,203,14,30,7,1302,212,252,172,924,comanche_peak,23,1
2755,312,17,90,44,2308,172,225,193,306,comanche_peak,33,1
2756,154,19,30,4,391,239,238,121,2620,comanche_peak,11,1
2758,11,16,60,7,1465,202,206,139,2148,comanche_peak,31,1
2758,351,9,30,6,1294,204,225,159,2143,comanche_peak,33,1
2759,24,16,153,20,1604,210,204,127,1276,comanche_peak,10,1
2760,0,14,90,11,1495,199,213,151,1464,comanche_peak,10,1
2761,54,8,295,49,1676,225,222,130,391,comanche_peak,31,1
2761,165,16,60,6,1332,232,243,137,1634,comanche_peak,4,1
2762,24,17,30,5,1445,209,203,126,2162,comanche_peak,31,1
2762,69,4,67,7,1082,224,231,143,927,comanche_peak,31,1
2762,248,15,60,7,1637,187,250,200,1357,comanche_peak,13,1
2763,23,5,210,8,997,217,228,148,1048,comanche_peak,31,1
2763,354,17,268,27,2627,190,209,155,319,comanche_peak,10,1
2764,24,8,42,0,1471,216,222,143,1621,comanche_peak,10,1
2764,320,16,85,11,1595,177,223,186,1127,comanche_peak,33,1
2765,61,14,0,0,1194,231,209,107,2107,comanche_peak,20,1
2765,194,19,0,0,1572,214,252,165,1047,comanche_peak,23,1
2765,357,14,42,4,900,198,214,154,2086,comanche_peak,10,1
2766,263,22,67,11,1611,160,245,220,1300,comanche_peak,13,1
2768,269,14,30,6,953,182,244,201,1652,comanche_peak,13,1
2768,354,18,85,14,900,188,206,154,2047,comanche_peak,10,1
2769,332,10,134,54,2361,196,227,171,242,comanche_peak,33,1
2769,345,10,153,14,1061,200,224,163,981,comanche_peak,31,1
2770,39,10,60,2,825,221,219,132,3074,comanche_peak,24,1
2770,45,8,30,2,845,223,223,135,3089,comanche_peak,20,1
2771,95,17,0,0,2724,245,212,89,2081,comanche_peak,24,1
2771,275,8,124,43,2349,198,242,184,218,comanche_peak,33,1
2772,0,11,30,3,932,203,219,153,2103,comanche_peak,17,1
2772,32,24,469,-32,3151,206,179,97,2546,comanche_peak,10,1
2772,77,20,30,10,1698,240,199,81,1521,comanche_peak,23,1
2772,348,18,108,37,2430,183,208,161,492,comanche_peak,33,1
2773,345,18,134,38,2460,183,210,164,474,comanche_peak,33,1
2774,42,12,60,6,854,222,213,125,3097,comanche_peak,24,1
2775,355,14,162,20,1082,196,214,155,969,comanche_peak,31,1
2775,356,29,150,20,1549,160,174,142,1445,comanche_peak,10,1
2776,56,22,553,-28,3210,228,187,81,2630,comanche_peak,10,1
2777,25,20,42,11,2342,206,193,117,757,comanche_peak,23,1
2777,80,20,30,12,1731,242,199,77,1579,comanche_peak,33,1
2777,277,21,90,39,2340,158,238,218,642,comanche_peak,33,1
2778,31,16,0,0,845,214,203,120,421,comanche_peak,31,1
2778,88,15,0,0,2758,241,214,99,2069,comanche_peak,24,1
2778,101,8,242,28,1846,235,229,126,525,comanche_peak,31,1
2778,295,21,30,7,912,158,230,210,1693,comanche_peak,13,1
2779,31,10,42,5,1012,218,218,135,3149,comanche_peak,20,1
2780,252,15,30,3,2285,186,249,200,1785,comanche_peak,23,1
2780,270,10,190,59,2416,194,244,189,180,comanche_peak,33,1
2780,281,23,60,12,1897,151,235,220,1727,comanche_peak,13,1
2780,352,5,0,0,757,211,231,158,2864,comanche_peak,31,1
2781,17,5,30,-1,1124,216,229,151,3031,comanche_peak,20,1
2781,78,20,42,12,1765,241,198,78,1637,comanche_peak,33,1
2781,242,12,0,0,2229,196,250,191,1744,comanche_peak,23,1
2782,29,11,60,1,1041,216,216,134,3123,comanche_peak,20,1
2782,72,23,42,16,1657,239,188,68,1484,comanche_peak,33,1
2782,330,23,85,7,1368,158,204,182,1565,comanche_peak,24,1
2783,26,22,42,13,2311,204,188,112,799,comanche_peak,23,1
2784,103,3,0,0,907,225,235,145,2886,comanche_peak,31,1
2785,54,15,309,72,2594,227,206,108,242,comanche_peak,10,1
2786,9,12,60,3,1100,206,215,146,3072,comanche_peak,20,1
2786,48,19,604,69,3270,224,196,99,2689,comanche_peak,10,1
2788,0,1,30,0,2125,217,236,156,2052,comanche_peak,23,1
2789,21,23,30,14,2280,198,185,115,841,comanche_peak,23,1
2790,34,14,551,73,3330,217,210,125,2748,comanche_peak,10,1
2792,27,11,127,6,1650,215,217,137,1590,comanche_peak,10,1
2792,35,15,234,28,2754,217,206,120,192,comanche_peak,10,1
2792,120,4,0,0,1040,226,236,145,2935,comanche_peak,31,1
2792,182,24,60,18,878,220,247,147,3097,comanche_peak,4,1
2793,49,5,30,0,1299,222,228,141,2862,comanche_peak,20,1
2794,252,30,42,17,2311,141,244,231,1773,comanche_peak,23,1
2795,302,27,67,5,2458,135,216,216,351,comanche_peak,33,1
2797,90,18,85,6,582,245,208,85,931,comanche_peak,33,1
2797,247,23,42,16,2241,164,250,218,1704,comanche_peak,23,1
2798,2,9,0,0,730,208,224,153,1077,comanche_peak,23,1
2798,45,6,0,0,1413,222,227,141,2729,comanche_peak,20,1
2798,315,19,0,0,1371,168,222,193,1677,comanche_peak,24,1
2798,344,15,0,0,1981,189,216,164,1022,comanche_peak,13,1
2799,23,20,30,11,1506,204,194,120,2363,comanche_peak,20,1
2799,33,14,616,-5,3300,216,209,125,2682,comanche_peak,10,1
2799,73,13,85,15,1766,235,213,107,2470,comanche_peak,26,1
2800,41,4,120,10,1441,220,230,146,2445,comanche_peak,20,1
2801,292,15,30,0,2210,178,236,198,2126,comanche_peak,23,1
2801,293,14,150,52,2402,179,236,197,659,comanche_peak,13,1
2802,16,10,591,79,3360,212,220,145,2718,comanche_peak,10,1
2802,75,11,0,0,1410,234,218,115,2663,comanche_peak,20,1
2802,290,12,30,4,2297,187,238,191,2182,comanche_peak,23,1
2803,286,16,301,71,2598,175,238,203,95,comanche_peak,33,1
2804,135,6,488,16,882,230,237,141,1243,comanche_peak,11,1
2805,161,10,0,0,1350,230,243,143,2223,comanche_peak,20,1
2806,36,11,150,7,1448,219,216,131,2524,comanche_peak,20,1
2806,291,16,67,11,2342,174,236,202,1516,comanche_peak,33,1
2807,49,25,180,64,1328,222,178,77,1150,comanche_peak,33,1
2807,262,7,30,2,2208,204,244,179,2022,comanche_peak,23,1
2809,53,10,150,25,1712,226,219,127,2537,comanche_peak,26,1
2809,357,19,190,66,1261,186,201,150,1114,comanche_peak,33,1
2810,113,8,417,22,977,234,232,129,1351,comanche_peak,11,1
2810,279,19,30,13,2523,166,239,212,1666,comanche_peak,33,1
2810,300,17,313,91,2630,172,231,199,127,comanche_peak,33,1
2811,302,9,0,0,2312,194,236,181,2292,comanche_peak,20,1
2812,45,12,175,28,1683,223,214,124,2565,comanche_peak,26,1
2813,82,7,631,25,760,230,228,132,1436,comanche_peak,11,1
2814,58,15,400,101,2603,229,207,106,216,comanche_peak,10,1
2814,103,12,0,0,1343,240,225,113,2605,comanche_peak,20,1
2814,295,25,108,24,875,141,224,219,1772,comanche_peak,13,1
2814,296,36,228,73,2550,101,204,232,457,comanche_peak,33,1
2815,19,17,120,27,1208,205,201,128,3045,comanche_peak,24,1
2815,47,10,30,-1,1260,224,219,129,2285,comanche_peak,20,1
2816,18,12,170,50,2430,210,214,139,792,comanche_peak,24,1
2816,222,6,30,2,1128,213,245,169,240,comanche_peak,23,1
2817,255,24,108,48,2052,157,247,223,1266,comanche_peak,13,1
2818,4,9,42,6,2356,208,222,151,2287,comanche_peak,23,1
2819,4,10,85,10,1218,207,220,151,2892,comanche_peak,31,1
2819,32,9,212,35,1693,218,221,138,2590,comanche_peak,26,1
2820,227,9,67,6,1168,208,248,177,212,comanche_peak,13,1
2820,269,23,120,30,2510,155,241,222,309,comanche_peak,33,1
2821,18,25,297,36,2754,193,180,114,95,comanche_peak,10,1
2821,49,14,30,8,2333,225,208,114,2324,comanche_peak,20,1
2821,310,4,95,0,900,209,237,166,301,comanche_peak,32,1
2822,353,9,313,52,1723,204,224,158,1357,comanche_peak,11,1
2824,27,16,492,11,3275,212,204,125,2544,comanche_peak,10,1
2824,33,17,67,5,1200,214,200,117,2282,comanche_peak,24,1
2824,311,21,150,26,1273,160,220,199,1616,comanche_peak,13,1
2825,0,3,150,-2,765,215,234,156,459,comanche_peak,32,1
2825,7,8,175,55,2400,211,225,151,859,comanche_peak,23,1
2825,90,30,85,35,626,249,179,36,947,comanche_peak,33,1
2826,101,9,85,7,1194,235,228,124,871,comanche_peak,32,1
2826,233,16,170,5,992,193,252,195,210,comanche_peak,23,1
2826,266,30,120,52,2202,132,237,235,1557,comanche_peak,13,1
2826,274,21,124,51,2089,158,240,219,1273,comanche_peak,13,1
2826,276,6,30,5,811,203,241,178,400,comanche_peak,23,1
2827,27,4,0,0,1215,218,230,149,2455,comanche_peak,20,1
2827,47,8,595,39,870,223,222,133,1537,comanche_peak,11,1
2827,249,7,42,5,780,206,245,177,424,comanche_peak,23,1
2828,23,18,150,40,1245,206,199,124,3038,comanche_peak,24,1
2828,43,11,234,66,2490,222,217,128,797,comanche_peak,24,1
2828,50,8,30,-3,1195,224,223,134,2405,comanche_peak,20,1
2828,104,14,60,15,2979,243,221,104,2106,comanche_peak,24,1
2828,119,6,703,40,780,230,235,138,1448,comanche_peak,11,1
2828,184,3,67,4,618,220,241,157,540,comanche_peak,23,1
2828,225,3,42,5,560,216,242,163,480,comanche_peak,23,1
2828,328,20,95,28,2220,169,213,182,1441,comanche_peak,33,1
2829,60,18,108,24,2932,231,200,95,2188,comanche_peak,33,1
2829,290,26,95,30,2375,137,226,224,1517,comanche_peak,33,1
2830,324,36,242,96,2624,107,176,195,342,comanche_peak,33,1
2831,257,9,30,4,691,198,246,187,511,comanche_peak,23,1
2832,14,14,124,30,1485,206,210,139,2748,comanche_peak,24,1
2832,41,17,0,0,674,219,200,110,285,comanche_peak,33,1
2832,49,15,30,8,2505,225,207,113,2187,comanche_peak,20,1
2832,53,9,0,0,1288,226,221,129,853,comanche_peak,23,1
2832,283,19,190,42,911,164,237,212,1798,comanche_peak,13,1
2832,312,23,67,19,918,151,216,202,1243,comanche_peak,23,1
2832,320,20,67,14,953,165,217,190,1269,comanche_peak,23,1
2833,65,5,175,-6,698,225,230,140,589,comanche_peak,23,1
2833,264,27,90,36,2526,144,241,229,1643,comanche_peak,33,1
2833,297,3,30,0,516,210,238,166,390,comanche_peak,23,1
2834,15,16,162,46,1302,204,206,136,2989,comanche_peak,32,1
2834,186,2,150,9,658,219,240,157,553,comanche_peak,32,1
2835,222,11,30,1,658,206,251,180,446,comanche_peak,23,1
2836,16,26,268,93,1235,188,177,115,1170,comanche_peak,33,1
2836,135,1,42,-4,1194,220,238,154,1451,comanche_peak,23,1
2836,288,40,255,101,2580,82,201,242,446,comanche_peak,33,1
2837,36,2,0,0,2571,219,234,152,2440,comanche_peak,22,1
2837,96,2,175,14,685,223,236,149,582,comanche_peak,32,1
2837,286,15,67,25,2418,175,238,202,2374,comanche_peak,32,1
2837,297,14,60,13,2588,180,235,195,2203,comanche_peak,22,1
2837,349,4,0,0,1399,213,233,158,1379,comanche_peak,23,1
2838,49,10,0,0,2591,224,219,128,2121,comanche_peak,20,1
2838,264,7,30,7,532,202,244,181,395,comanche_peak,23,1
2839,14,23,162,48,1917,191,185,123,1381,comanche_peak,33,1
2839,20,19,234,34,3045,204,197,125,2305,comanche_peak,33,1
2839,32,11,0,0,1412,218,217,134,2497,comanche_peak,24,1
2839,45,14,182,24,1047,223,210,118,785,comanche_peak,28,1
2839,83,6,757,13,630,229,230,135,1296,comanche_peak,11,1
2839,129,6,700,13,690,230,236,139,1353,comanche_peak,11,1
2839,162,5,0,0,1173,225,241,150,2202,comanche_peak,33,1
2840,224,15,30,6,659,198,253,189,595,comanche_peak,23,1
2840,277,4,0,0,1390,209,240,169,1379,comanche_peak,23,1
2841,15,22,319,28,3132,194,188,124,2382,comanche_peak,10,1
2841,35,15,95,11,1518,217,206,121,2676,comanche_peak,24,1
2841,85,8,0,0,1445,232,227,128,2420,comanche_peak,20,1
2842,158,15,0,0,1150,235,241,133,2232,comanche_peak,20,1
2842,253,21,30,8,1830,169,249,215,1233,comanche_peak,13,1
2842,268,16,313,120,2364,176,244,206,408,comanche_peak,33,1
2843,10,23,342,30,3162,189,187,129,2400,comanche_peak,10,1
2843,21,26,268,112,932,194,176,108,1113,comanche_peak,33,1
2843,262,2,0,0,1282,215,239,162,1416,comanche_peak,23,1
2843,284,2,30,0,1265,214,239,163,1458,comanche_peak,23,1
2844,7,8,67,2,2280,211,225,151,994,comanche_peak,23,1
2844,128,15,67,15,2282,244,229,110,785,comanche_peak,13,1
2844,358,6,180,2,2400,210,228,156,969,comanche_peak,23,1
2845,4,17,127,22,2226,196,206,145,1637,comanche_peak,33,1
2845,85,13,85,8,1249,238,218,109,1510,comanche_peak,23,1
2845,198,4,42,7,641,218,243,161,511,comanche_peak,23,1
2845,229,13,95,12,655,199,252,188,518,comanche_peak,13,1
2845,235,11,60,8,731,201,250,186,631,comanche_peak,13,1
2845,247,19,242,55,960,176,251,209,1800,comanche_peak,13,1
2845,342,13,30,8,1110,193,220,166,2311,comanche_peak,24,1
2846,53,20,470,48,2657,226,194,93,201,comanche_peak,10,1
2846,273,27,120,49,2499,137,235,231,1605,comanche_peak,33,1
2846,319,10,30,6,1431,194,231,177,1337,comanche_peak,23,1
2847,15,18,524,34,3371,201,200,132,2532,comanche_peak,10,1
2847,81,3,703,21,600,223,234,146,1260,comanche_peak,11,1
2847,227,18,42,11,698,192,254,194,658,comanche_peak,23,1
2847,300,10,60,12,2654,192,236,184,2125,comanche_peak,22,1
2848,10,22,391,35,3221,190,189,130,2436,comanche_peak,10,1
2848,259,32,150,67,2295,129,238,237,1611,comanche_peak,13,1
2848,294,14,95,2,750,180,236,195,618,comanche_peak,23,1
2848,298,29,391,-41,2722,128,216,222,216,comanche_peak,33,1
2848,307,10,0,0,1283,192,234,182,1953,comanche_peak,31,1
2849,135,9,30,2,1481,235,236,132,2468,comanche_peak,20,1
2850,40,11,361,8,2580,221,216,129,888,comanche_peak,31,1
2850,260,34,134,82,2218,121,235,240,1516,comanche_peak,13,1
2850,284,29,150,79,2135,130,227,230,1307,comanche_peak,13,1
2851,46,17,170,38,3022,223,201,107,2239,comanche_peak,33,1
2851,99,18,30,-14,1182,246,213,89,1495,comanche_peak,33,1
2852,44,15,534,157,888,222,205,114,350,comanche_peak,33,1
2852,355,10,30,5,2676,204,222,157,2430,comanche_peak,22,1
2854,225,23,95,22,735,183,254,200,603,comanche_peak,13,1
2854,304,20,120,28,1179,161,226,203,1384,comanche_peak,33,1
2854,314,31,210,84,601,123,199,207,1075,comanche_peak,33,1
2854,335,41,295,127,2671,100,152,171,331,comanche_peak,33,1
2855,15,13,256,67,1405,208,212,139,2922,comanche_peak,32,1
2856,250,23,379,136,2355,164,249,218,424,comanche_peak,33,1
2857,10,12,342,46,1584,206,215,145,3025,comanche_peak,23,1
2857,128,17,108,28,2241,245,228,106,812,comanche_peak,13,1
2857,284,11,0,0,2538,190,240,190,2229,comanche_peak,22,1
2858,6,24,485,45,3343,182,185,133,2489,comanche_peak,10,1
2858,24,11,190,34,875,214,215,136,2598,comanche_peak,11,1
2858,313,9,30,-1,1254,197,234,177,2042,comanche_peak,31,1
2858,332,15,42,6,1544,184,220,175,2437,comanche_peak,23,1
2859,13,20,134,34,2239,197,195,130,1722,comanche_peak,33,1
2859,49,18,443,61,2711,225,197,100,182,comanche_peak,10,1
2859,77,6,85,2,2458,228,228,134,485,comanche_peak,23,1
2859,141,10,30,0,1489,235,237,132,2526,comanche_peak,20,1
2859,215,11,150,8,633,209,251,177,484,comanche_peak,13,1
2859,331,18,85,16,1489,176,215,178,1273,comanche_peak,23,1
2860,313,8,150,33,2737,199,234,175,2147,comanche_peak,22,1
2861,94,20,60,-32,1190,247,205,78,1530,comanche_peak,33,1
2861,241,12,180,39,2673,197,250,190,2264,comanche_peak,32,1
2861,310,26,127,41,1006,139,212,208,1332,comanche_peak,33,1
2862,43,12,390,20,2610,222,213,124,942,comanche_peak,31,1
2862,123,14,108,20,2281,243,229,112,721,comanche_peak,13,1
2862,304,22,170,62,2131,152,222,207,1348,comanche_peak,33,1
2863,305,32,150,72,750,118,205,218,1159,comanche_peak,33,1
2863,313,8,150,32,2759,198,234,176,2122,comanche_peak,22,1
2864,20,12,67,10,2717,212,215,139,2380,comanche_peak,22,1
2864,47,20,309,66,2817,222,192,96,67,comanche_peak,10,1
2864,103,20,474,74,534,249,210,80,641,comanche_peak,33,1
2865,16,20,228,44,2068,199,194,127,1548,comanche_peak,33,1
2866,233,17,162,31,702,191,253,196,560,comanche_peak,13,1
2866,288,9,90,15,666,195,239,184,516,comanche_peak,13,1
2867,8,21,323,136,966,190,192,134,1172,comanche_peak,33,1
2867,43,12,420,25,2640,222,213,123,938,comanche_peak,31,1
2867,255,32,162,96,2245,132,240,236,1503,comanche_peak,13,1
2867,325,10,120,26,2783,196,230,173,2055,comanche_peak,22,1
2868,110,21,474,106,510,251,211,78,612,comanche_peak,33,1
2868,315,2,127,21,2652,213,237,162,2331,comanche_peak,32,1
2869,351,12,30,7,2845,199,220,159,2313,comanche_peak,22,1
2870,50,12,361,125,1140,225,214,121,1236,comanche_peak,33,1
2870,108,10,0,0,1620,238,228,120,2266,comanche_peak,23,1
2870,293,12,210,46,2800,187,238,190,2155,comanche_peak,22,1
2871,14,10,228,29,2432,211,220,145,1101,comanche_peak,23,1
2871,48,13,457,73,2726,224,211,119,210,comanche_peak,10,1
2871,78,6,376,6,1057,227,230,137,2676,comanche_peak,32,1
2871,225,12,30,1,807,204,251,183,658,comanche_peak,23,1
2871,326,10,67,17,2789,195,229,173,1972,comanche_peak,22,1
2871,337,9,30,6,1187,200,228,166,2083,comanche_peak,31,1
2872,17,20,469,-26,794,199,194,126,285,comanche_peak,33,1
2872,29,13,418,74,2766,215,210,129,182,comanche_peak,10,1
2872,343,12,30,12,1198,195,221,165,2053,comanche_peak,31,1
2873,1,11,323,45,1008,204,219,152,2746,comanche_peak,32,1
2873,11,19,247,52,2107,196,198,134,1590,comanche_peak,33,1
2873,113,24,150,68,713,253,208,69,994,comanche_peak,33,1
2873,297,12,127,-8,2764,187,236,189,379,comanche_peak,33,1
2873,325,15,134,16,2556,182,223,180,2308,comanche_peak,24,1
2874,37,9,382,29,1159,220,220,135,2771,comanche_peak,32,1
2874,350,7,0,0,1405,208,228,159,2595,comanche_peak,20,1
2875,4,11,309,-8,1595,205,219,150,2928,comanche_peak,11,1
2875,278,17,212,14,2779,171,241,208,2222,comanche_peak,22,1
2875,309,20,127,28,1549,162,223,199,1233,comanche_peak,33,1
2875,323,24,201,104,2192,151,206,191,1276,comanche_peak,13,1
2876,47,11,85,9,1627,224,215,124,2662,comanche_peak,22,1
2876,58,15,537,78,2647,230,208,108,277,comanche_peak,31,1
2876,96,2,0,0,1742,223,236,149,2467,comanche_peak,16,1
2876,254,11,0,0,816,195,247,191,666,comanche_peak,23,1
2876,277,16,234,15,2800,175,241,205,2197,comanche_peak,22,1
2876,302,9,120,20,752,194,236,181,604,comanche_peak,23,1
2876,354,18,124,41,1173,186,205,155,1863,comanche_peak,24,1
2878,9,24,134,39,2239,185,184,128,1826,comanche_peak,33,1
2878,29,16,210,36,1624,213,204,123,2678,comanche_peak,32,1
2878,356,7,0,0,1395,209,227,157,2577,comanche_peak,20,1
2879,0,11,350,51,997,203,219,153,2771,comanche_peak,32,1
2879,5,15,162,37,1572,199,209,145,2586,comanche_peak,32,1
2879,42,12,180,28,426,222,213,124,1915,comanche_peak,24,1
